engagement_id,customer_id,campaign_id,product_id,engagement_timestamp,campaign_type,channel,event_type,engagement_score,time_spent_seconds,conversion_flag,unsubscribe_flag
ENG0005802,CUST000077,CMP0023,PROD0022,6/8/2025 14:09,Product Launch,SMS,Clicked,50,131,0,0
ENG0005803,CUST001770,CMP0050,PROD0032,9/12/2024 1:39,Loyalty,Paid Social,Clicked,75,125,0,0
ENG0005804,CUST001050,CMP0017,PROD0162,28/3/2025 9:07,Loyalty,Display Ad,Impression,0,0,0,0
ENG0005805,CUST001408,CMP0048,PROD0084,2/1/2024 7:38,Product Launch,Push Notification,Opened,30,2,0,0
ENG0005806,CUST001862,CMP0027,PROD0117,21/10/2025 0:56,Abandoned Cart,Paid Social,Clicked,68,2,0,0
ENG0005807,CUST001117,CMP0021,PROD0093,26/3/2026 20:48,Winback,Paid Social,Clicked,47,50,0,0
ENG0005808,CUST000796,CMP0042,PROD0028,14/8/2025 18:31,Seasonal,SMS,Clicked,59,2,0,0
ENG0005809,CUST000347,CMP0003,PROD0047,21/6/2024 12:09,Promotion,Email,Sent,0,0,0,0
ENG0005810,CUST000190,CMP0019,PROD0194,12/3/2024 9:36,Loyalty,Push Notification,Sent,18,0,0,0
ENG0005811,CUST000030,CMP0036,PROD0179,7/4/2024 23:54,Product Launch,Push Notification,Sent,9,0,0,0
ENG0005812,CUST000157,CMP0037,PROD0195,17/9/2025 19:51,Product Launch,Email,Opened,42,40,0,0
ENG0005813,CUST001217,CMP0010,PROD0123,15/8/2024 4:14,Seasonal,Display Ad,Impression,0,0,0,0
ENG0005814,CUST001935,CMP0001,PROD0097,15/8/2024 13:16,Promotion,Email,Converted,100,15,1,0
ENG0005815,CUST000912,CMP0011,PROD0126,30/9/2025 20:50,Abandoned Cart,Paid Social,Impression,13,0,0,0
ENG0005816,CUST000101,CMP0046,PROD0061,26/2/2025 17:02,Promotion,Display Ad,Impression,0,0,0,0
ENG0005817,CUST001405,CMP0033,PROD0111,19/11/2025 23:35,Promotion,Email,Clicked,71,18,0,0
ENG0005818,CUST000800,CMP0028,PROD0032,9/5/2026 1:56,Seasonal,Email,Sent,1,0,0,0
ENG0005819,CUST001254,CMP0025,PROD0127,22/11/2025 17:08,Winback,SMS,Opted out,1,15,0,1
ENG0005820,CUST001894,CMP0038,PROD0113,17/6/2026 7:11,Winback,SMS,Sent,0,0,0,0
ENG0005821,CUST000571,CMP0029,PROD0115,10/3/2026 10:09,Product Launch,Email,Clicked,64,74,0,0
ENG0005822,CUST000583,CMP0039,PROD0133,26/4/2024 7:36,Promotion,SMS,Converted,93,136,1,0
ENG0005823,CUST000894,CMP0036,PROD0175,12/8/2025 20:46,Product Launch,Push Notification,Clicked,57,143,0,0
ENG0005824,CUST001095,CMP0046,PROD0076,24/1/2025 13:44,Promotion,Display Ad,Impression,12,0,0,0
ENG0005825,CUST001297,CMP0017,PROD0163,17/6/2024 16:55,Loyalty,Display Ad,Impression,9,0,0,0
ENG0005826,CUST000438,CMP0001,PROD0094,30/7/2024 15:57,Promotion,Email,Sent,18,0,0,0
ENG0005827,CUST000308,CMP0049,PROD0117,15/4/2024 7:24,Product Launch,Display Ad,Clicked,65,83,0,0
ENG0005828,CUST000956,CMP0046,PROD0061,6/9/2024 0:35,Promotion,Display Ad,Impression,10,0,0,0
ENG0005829,CUST000206,CMP0020,PROD0083,26/12/2024 18:27,Welcome,SMS,Clicked,56,191,0,0
ENG0005830,CUST000155,CMP0043,PROD0045,1/1/2026 16:07,Seasonal,SMS,Clicked,68,175,0,0
ENG0005831,CUST001971,CMP0006,PROD0065,13/9/2024 22:33,Abandoned Cart,Push Notification,Sent,0,0,0,0
ENG0005832,CUST000094,CMP0007,PROD0021,11/12/2025 1:41,Promotion,Email,Converted,84,196,1,0
ENG0005833,CUST001741,CMP0045,PROD0054,3/2/2026 12:31,Welcome,Push Notification,Opened,22,152,0,0
ENG0005834,CUST000213,CMP0013,PROD0055,20/9/2025 15:33,Product Launch,SMS,Sent,1,0,0,0
ENG0005835,CUST001099,CMP0009,PROD0102,13/1/2024 7:31,Seasonal,Email,Converted,100,116,1,0
ENG0005836,CUST000532,CMP0043,PROD0051,4/4/2025 10:01,Seasonal,SMS,Clicked,70,20,0,0
ENG0005837,CUST001574,CMP0050,PROD0022,4/5/2026 22:54,Loyalty,Paid Social,Impression,13,0,0,0
ENG0005838,CUST000028,CMP0037,PROD0194,26/5/2026 8:27,Product Launch,Email,Unsubscribed,0,130,0,1
ENG0005839,CUST001053,CMP0041,PROD0147,15/8/2024 20:13,Seasonal,Paid Social,Impression,10,0,0,0
ENG0005840,CUST001347,CMP0045,PROD0047,23/1/2025 9:59,Welcome,Push Notification,Clicked,61,49,0,0
ENG0005841,CUST000226,CMP0045,PROD0049,5/7/2025 19:19,Welcome,Push Notification,Sent,14,0,0,0
ENG0005842,CUST001270,CMP0007,PROD0034,10/12/2025 1:32,Promotion,Email,Converted,94,2,1,0
ENG0005843,CUST000905,CMP0009,PROD0114,6/8/2025 20:03,Seasonal,Email,Sent,4,0,0,0
ENG0005844,CUST000521,CMP0028,PROD0034,15/6/2024 2:57,Seasonal,Email,Opened,30,108,0,0
ENG0005845,CUST001782,CMP0032,PROD0003,23/6/2026 11:07,Promotion,Push Notification,Sent,14,0,0,0
ENG0005846,CUST001692,CMP0030,PROD0057,6/11/2024 18:59,Product Launch,Push Notification,Sent,4,0,0,0
ENG0005847,CUST000942,CMP0028,PROD0034,6/5/2024 12:32,Seasonal,Email,Opened,28,117,0,0
ENG0005848,CUST000801,CMP0020,PROD0097,22/11/2024 14:25,Welcome,SMS,Sent,0,0,0,0
ENG0005849,CUST000821,CMP0019,PROD0181,7/8/2024 6:37,Loyalty,Push Notification,Clicked,59,79,0,0
ENG0005850,CUST001783,CMP0026,PROD0073,12/3/2024 22:03,Product Launch,Push Notification,Sent,0,0,0,0
ENG0005851,CUST000679,CMP0028,PROD0038,3/5/2025 20:44,Seasonal,Email,Clicked,67,181,0,0
ENG0005852,CUST000919,CMP0026,PROD0070,19/1/2025 23:00,Product Launch,Push Notification,Clicked,59,103,0,0
ENG0005853,CUST001414,CMP0035,PROD0083,13/2/2026 12:33,Seasonal,Paid Social,Impression,0,0,0,0
ENG0005854,CUST001112,CMP0047,PROD0026,1/3/2026 14:02,Winback,Email,Clicked,70,162,0,0
ENG0005855,CUST001271,CMP0013,PROD0049,23/3/2026 23:38,Product Launch,SMS,Sent,1,0,0,0
ENG0005856,CUST000201,CMP0014,PROD0066,8/7/2025 14:52,Abandoned Cart,Display Ad,Impression,5,0,0,0
ENG0005857,CUST000531,CMP0017,PROD0175,28/12/2025 15:00,Loyalty,Display Ad,Impression,0,0,0,0
ENG0005858,CUST000842,CMP0047,PROD0024,28/7/2024 6:44,Winback,Email,Sent,0,0,0,0
ENG0005859,CUST001409,CMP0043,PROD0044,6/9/2025 11:55,Seasonal,SMS,Sent,10,0,0,0
ENG0005860,CUST001129,CMP0017,PROD0167,28/2/2026 4:48,Loyalty,Display Ad,Impression,2,0,0,0
ENG0005861,CUST001155,CMP0015,PROD0112,28/2/2024 21:42,Loyalty,SMS,Sent,5,0,0,0
ENG0005862,CUST001034,CMP0013,PROD0045,18/1/2025 11:33,Product Launch,SMS,Converted,91,137,1,0
ENG0005863,CUST001279,CMP0032,PROD0013,13/10/2025 16:09,Promotion,Push Notification,Opened,43,115,0,0
ENG0005864,CUST000955,CMP0045,PROD0050,12/2/2026 22:43,Welcome,Push Notification,Sent,7,0,0,0
ENG0005865,CUST001502,CMP0044,PROD0195,10/8/2024 7:23,Seasonal,Paid Social,Clicked,60,87,0,0
ENG0005866,CUST001839,CMP0025,PROD0136,26/12/2024 22:25,Winback,SMS,Clicked,53,87,0,0
ENG0005867,CUST001243,CMP0008,PROD0025,18/4/2026 11:40,Product Launch,Paid Social,Impression,6,0,0,0
ENG0005868,CUST001719,CMP0032,PROD0017,13/10/2024 23:06,Promotion,Push Notification,Sent,0,0,0,0
ENG0005869,CUST001160,CMP0018,PROD0172,26/3/2025 17:14,Promotion,Email,Converted,100,143,1,0
ENG0005870,CUST000144,CMP0033,PROD0105,1/8/2024 22:21,Promotion,Email,Sent,4,0,0,0
ENG0005871,CUST000265,CMP0007,PROD0031,6/3/2025 0:40,Promotion,Email,Clicked,55,100,0,0
ENG0005872,CUST000011,CMP0038,PROD0111,20/2/2026 17:18,Winback,SMS,Sent,0,0,0,0
ENG0005873,CUST000655,CMP0014,PROD0075,13/11/2024 20:08,Abandoned Cart,Display Ad,Impression,5,0,0,0
ENG0005874,CUST001270,CMP0047,PROD0027,30/4/2024 23:22,Winback,Email,Clicked,66,13,0,0
ENG0005875,CUST000628,CMP0037,PROD0196,15/4/2024 23:46,Product Launch,Email,Opened,31,149,0,0
ENG0005876,CUST000078,CMP0016,PROD0049,30/12/2025 21:24,Loyalty,Push Notification,Sent,16,0,0,0
ENG0005877,CUST001216,CMP0010,PROD0133,13/12/2024 17:35,Seasonal,Display Ad,Clicked,68,56,0,0
ENG0005878,CUST001348,CMP0023,PROD0039,4/2/2024 15:19,Product Launch,SMS,Sent,17,0,0,0
ENG0005879,CUST000989,CMP0017,PROD0168,17/8/2025 3:38,Loyalty,Display Ad,Impression,3,0,0,0
ENG0005880,CUST000424,CMP0012,PROD0128,6/3/2024 4:03,Promotion,Paid Social,Hidden,15,111,0,0
ENG0005881,CUST001638,CMP0008,PROD0028,28/1/2026 23:38,Product Launch,Paid Social,Clicked,54,208,0,0
ENG0005882,CUST000856,CMP0036,PROD0174,5/12/2024 5:27,Product Launch,Push Notification,Converted,100,97,1,0
ENG0005883,CUST000079,CMP0023,PROD0034,28/7/2024 1:59,Product Launch,SMS,Clicked,71,132,0,0
ENG0005884,CUST001857,CMP0015,PROD0112,13/1/2024 10:02,Loyalty,SMS,Sent,9,0,0,0
ENG0005885,CUST001520,CMP0042,PROD0036,5/9/2025 12:10,Seasonal,SMS,Sent,8,0,0,0
ENG0005886,CUST000235,CMP0022,PROD0082,29/1/2025 13:14,Seasonal,Display Ad,Impression,12,0,0,0
ENG0005887,CUST000593,CMP0032,PROD0013,5/3/2024 7:19,Promotion,Push Notification,Opened,39,163,0,0
ENG0005888,CUST001967,CMP0013,PROD0041,23/4/2025 13:03,Product Launch,SMS,Clicked,74,63,0,0
ENG0005889,CUST000211,CMP0012,PROD0134,12/2/2024 1:56,Promotion,Paid Social,Converted,96,123,1,0
ENG0005890,CUST001378,CMP0016,PROD0054,25/3/2025 14:04,Loyalty,Push Notification,Opened,29,128,0,0
ENG0005891,CUST001946,CMP0012,PROD0130,23/8/2025 9:54,Promotion,Paid Social,Clicked,72,175,0,0
ENG0005892,CUST001199,CMP0040,PROD0157,1/1/2024 12:21,Promotion,Push Notification,Disabled,2,61,0,1
ENG0005893,CUST001219,CMP0026,PROD0064,17/6/2026 12:22,Product Launch,Push Notification,Clicked,60,30,0,0
ENG0005894,CUST000727,CMP0006,PROD0065,31/7/2025 21:23,Abandoned Cart,Push Notification,Opened,37,63,0,0
ENG0005895,CUST000802,CMP0035,PROD0099,20/7/2025 0:18,Seasonal,Paid Social,Clicked,61,76,0,0
ENG0005896,CUST001787,CMP0020,PROD0097,10/12/2025 9:02,Welcome,SMS,Clicked,55,22,0,0
ENG0005897,CUST000216,CMP0028,PROD0024,28/2/2026 12:06,Seasonal,Email,Clicked,73,159,0,0
ENG0005898,CUST001268,CMP0005,PROD0081,3/8/2024 16:00,Abandoned Cart,Display Ad,Converted,82,180,1,0
ENG0005899,CUST001087,CMP0025,PROD0127,14/4/2025 17:49,Winback,SMS,Clicked,50,103,0,0
ENG0005900,CUST001563,CMP0027,PROD0118,27/7/2024 18:10,Abandoned Cart,Paid Social,Impression,0,0,0,0
ENG0005901,CUST000485,CMP0013,PROD0053,22/6/2026 17:37,Product Launch,SMS,Sent,0,0,0,0
ENG0005902,CUST000014,CMP0048,PROD0086,6/10/2024 21:53,Product Launch,Push Notification,Disabled,0,42,0,1
ENG0005903,CUST001340,CMP0022,PROD0086,12/10/2024 0:50,Seasonal,Display Ad,Impression,4,0,0,0
ENG0005904,CUST000090,CMP0039,PROD0134,8/2/2025 10:33,Promotion,SMS,Converted,84,12,1,0
ENG0005905,CUST001448,CMP0013,PROD0047,16/4/2025 3:00,Product Launch,SMS,Sent,3,0,0,0
ENG0005906,CUST001483,CMP0039,PROD0131,29/6/2025 15:40,Promotion,SMS,Converted,99,93,1,0
ENG0005907,CUST001132,CMP0045,PROD0054,23/8/2025 3:19,Welcome,Push Notification,Sent,9,0,0,0
ENG0005908,CUST001790,CMP0043,PROD0044,19/12/2024 5:12,Seasonal,SMS,Sent,15,0,0,0
ENG0005909,CUST000200,CMP0049,PROD0117,16/4/2025 8:01,Product Launch,Display Ad,Impression,6,0,0,0
ENG0005910,CUST001629,CMP0020,PROD0094,21/7/2024 0:18,Welcome,SMS,Converted,94,15,1,0
ENG0005911,CUST001218,CMP0050,PROD0032,10/2/2024 3:42,Loyalty,Paid Social,Clicked,68,140,0,0
ENG0005912,CUST001048,CMP0037,PROD0194,23/9/2025 18:21,Product Launch,Email,Sent,11,0,0,0
ENG0005913,CUST001921,CMP0042,PROD0035,11/1/2026 7:33,Seasonal,SMS,Sent,1,0,0,0
ENG0005914,CUST000690,CMP0009,PROD0102,8/6/2024 15:44,Seasonal,Email,Sent,12,0,0,0
ENG0005915,CUST001452,CMP0003,PROD0055,2/3/2024 15:14,Promotion,Email,Opened,25,143,0,0
ENG0005916,CUST001107,CMP0030,PROD0044,12/3/2026 12:25,Product Launch,Push Notification,Opened,48,160,0,0
ENG0005917,CUST000304,CMP0025,PROD0138,5/4/2026 14:53,Winback,SMS,Clicked,57,59,0,0
ENG0005918,CUST000524,CMP0023,PROD0029,18/5/2026 17:35,Product Launch,SMS,Opted out,6,190,0,1
ENG0005919,CUST000056,CMP0035,PROD0081,17/2/2026 5:33,Seasonal,Paid Social,Impression,5,0,0,0
ENG0005920,CUST000379,CMP0042,PROD0029,13/2/2024 14:37,Seasonal,SMS,Sent,0,0,0,0
ENG0005921,CUST001941,CMP0033,PROD0118,22/6/2025 10:28,Promotion,Email,Sent,20,0,0,0
ENG0005922,CUST000185,CMP0019,PROD0200,2/1/2025 23:40,Loyalty,Push Notification,Sent,0,0,0,0
ENG0005923,CUST000685,CMP0004,PROD0100,27/4/2026 23:02,Product Launch,SMS,Clicked,65,127,0,0
ENG0005924,CUST000828,CMP0006,PROD0080,16/4/2026 1:25,Abandoned Cart,Push Notification,Sent,14,0,0,0
ENG0005925,CUST000396,CMP0004,PROD0086,1/4/2025 5:18,Product Launch,SMS,Sent,0,0,0,0
ENG0005926,CUST000464,CMP0005,PROD0094,2/3/2024 14:47,Abandoned Cart,Display Ad,Clicked,58,114,0,0
ENG0005927,CUST000858,CMP0010,PROD0137,17/12/2025 19:39,Seasonal,Display Ad,Converted,100,111,1,0
ENG0005928,CUST000815,CMP0047,PROD0025,11/12/2025 9:47,Winback,Email,Opened,36,161,0,0
ENG0005929,CUST001256,CMP0021,PROD0096,13/1/2024 12:53,Winback,Paid Social,Converted,92,2,1,0
ENG0005930,CUST000004,CMP0002,PROD0002,29/1/2024 16:35,Product Launch,SMS,Clicked,58,113,0,0
ENG0005931,CUST000312,CMP0006,PROD0077,12/6/2024 5:58,Abandoned Cart,Push Notification,Sent,14,0,0,0
ENG0005932,CUST000571,CMP0012,PROD0133,25/8/2025 5:04,Promotion,Paid Social,Impression,14,0,0,0
ENG0005933,CUST000853,CMP0041,PROD0158,4/7/2025 16:39,Seasonal,Paid Social,Impression,7,0,0,0
ENG0005934,CUST000315,CMP0041,PROD0145,11/1/2025 11:02,Seasonal,Paid Social,Impression,0,0,0,0
ENG0005935,CUST001140,CMP0003,PROD0059,6/12/2024 0:24,Promotion,Email,Sent,15,0,0,0
ENG0005936,CUST000288,CMP0041,PROD0151,26/10/2024 20:04,Seasonal,Paid Social,Impression,23,0,0,0
ENG0005937,CUST001224,CMP0027,PROD0105,26/11/2025 8:09,Abandoned Cart,Paid Social,Impression,0,0,0,0
ENG0005938,CUST000687,CMP0048,PROD0100,19/8/2024 15:36,Product Launch,Push Notification,Opened,54,74,0,0
ENG0005939,CUST000613,CMP0039,PROD0132,10/4/2024 10:16,Promotion,SMS,Sent,18,0,0,0
ENG0005940,CUST001967,CMP0047,PROD0037,16/5/2026 5:56,Winback,Email,Sent,14,0,0,0
ENG0005941,CUST000845,CMP0038,PROD0119,14/11/2025 10:13,Winback,SMS,Sent,8,0,0,0
ENG0005942,CUST000651,CMP0045,PROD0059,17/10/2024 17:53,Welcome,Push Notification,Opened,32,82,0,0
ENG0005943,CUST001389,CMP0016,PROD0043,31/5/2024 1:33,Loyalty,Push Notification,Opened,22,172,0,0
ENG0005944,CUST000926,CMP0017,PROD0161,12/6/2026 20:31,Loyalty,Display Ad,Converted,100,56,1,0
ENG0005945,CUST001351,CMP0016,PROD0060,22/7/2025 17:32,Loyalty,Push Notification,Sent,6,0,0,0
ENG0005946,CUST000784,CMP0005,PROD0097,5/6/2024 5:09,Abandoned Cart,Display Ad,Impression,0,0,0,0
ENG0005947,CUST000585,CMP0045,PROD0057,4/6/2025 18:05,Welcome,Push Notification,Clicked,67,120,0,0
ENG0005948,CUST000683,CMP0012,PROD0125,24/9/2024 7:49,Promotion,Paid Social,Impression,14,0,0,0
ENG0005949,CUST000314,CMP0009,PROD0106,20/6/2024 11:12,Seasonal,Email,Sent,11,0,0,0
ENG0005950,CUST001000,CMP0043,PROD0057,25/5/2026 1:07,Seasonal,SMS,Sent,2,0,0,0
ENG0005951,CUST000486,CMP0026,PROD0072,16/9/2025 14:46,Product Launch,Push Notification,Sent,3,0,0,0
ENG0005952,CUST001984,CMP0023,PROD0038,28/9/2025 3:51,Product Launch,SMS,Sent,0,0,0,0
ENG0005953,CUST000972,CMP0032,PROD0005,27/11/2025 5:15,Promotion,Push Notification,Opened,29,124,0,0
ENG0005954,CUST001565,CMP0012,PROD0125,22/12/2024 4:39,Promotion,Paid Social,Clicked,56,45,0,0
ENG0005955,CUST000110,CMP0039,PROD0137,1/11/2024 7:30,Promotion,SMS,Clicked,62,2,0,0
ENG0005956,CUST001609,CMP0014,PROD0065,1/2/2026 19:45,Abandoned Cart,Display Ad,Impression,16,0,0,0
ENG0005957,CUST001154,CMP0003,PROD0050,15/2/2024 11:00,Promotion,Email,Opened,22,183,0,0
ENG0005958,CUST000851,CMP0038,PROD0112,30/3/2026 1:28,Winback,SMS,Clicked,65,102,0,0
ENG0005959,CUST001749,CMP0029,PROD0104,10/3/2024 19:14,Product Launch,Email,Sent,1,0,0,0
ENG0005960,CUST001392,CMP0006,PROD0068,24/2/2026 16:15,Abandoned Cart,Push Notification,Opened,37,4,0,0
ENG0005961,CUST001404,CMP0026,PROD0075,29/1/2025 0:50,Product Launch,Push Notification,Opened,44,71,0,0
ENG0005962,CUST001965,CMP0024,PROD0142,31/7/2025 20:20,Promotion,SMS,Clicked,62,111,0,0
ENG0005963,CUST000195,CMP0038,PROD0108,4/1/2025 12:52,Winback,SMS,Sent,0,0,0,0
ENG0005964,CUST001058,CMP0015,PROD0104,19/11/2024 4:13,Loyalty,SMS,Sent,0,0,0,0
ENG0005965,CUST000957,CMP0041,PROD0145,24/3/2024 2:53,Seasonal,Paid Social,Impression,0,0,0,0
ENG0005966,CUST000407,CMP0005,PROD0084,24/4/2026 19:45,Abandoned Cart,Display Ad,Impression,0,0,0,0
ENG0005967,CUST000729,CMP0038,PROD0120,16/6/2026 7:09,Winback,SMS,Clicked,62,85,0,0
ENG0005968,CUST001247,CMP0032,PROD0007,17/2/2024 13:59,Promotion,Push Notification,Opened,34,29,0,0
ENG0005969,CUST000943,CMP0028,PROD0031,27/5/2024 3:34,Seasonal,Email,Opened,33,51,0,0
ENG0005970,CUST001121,CMP0026,PROD0063,12/1/2025 12:06,Product Launch,Push Notification,Sent,11,0,0,0
ENG0005971,CUST001452,CMP0007,PROD0034,30/5/2024 16:03,Promotion,Email,Opened,37,102,0,0
ENG0005972,CUST001588,CMP0033,PROD0116,21/2/2025 22:36,Promotion,Email,Opened,32,118,0,0
ENG0005973,CUST000221,CMP0037,PROD0186,20/11/2025 1:10,Product Launch,Email,Sent,6,0,0,0
ENG0005974,CUST001767,CMP0004,PROD0100,17/11/2025 10:26,Product Launch,SMS,Converted,100,62,1,0
ENG0005975,CUST000163,CMP0003,PROD0048,9/4/2025 23:53,Promotion,Email,Sent,19,0,0,0
ENG0005976,CUST001163,CMP0007,PROD0029,14/2/2025 22:33,Promotion,Email,Sent,0,0,0,0
ENG0005977,CUST000242,CMP0002,PROD0018,7/4/2025 14:36,Product Launch,SMS,Clicked,66,67,0,0
ENG0005978,CUST001769,CMP0006,PROD0064,23/11/2024 6:07,Abandoned Cart,Push Notification,Opened,36,61,0,0
ENG0005979,CUST001189,CMP0043,PROD0059,23/1/2025 23:23,Seasonal,SMS,Sent,6,0,0,0
ENG0005980,CUST001695,CMP0019,PROD0198,21/10/2025 19:42,Loyalty,Push Notification,Sent,2,0,0,0
ENG0005981,CUST001985,CMP0039,PROD0125,1/1/2025 0:07,Promotion,SMS,Sent,0,0,0,0
ENG0005982,CUST001822,CMP0019,PROD0195,6/12/2025 13:02,Loyalty,Push Notification,Clicked,62,119,0,0
ENG0005983,CUST000336,CMP0020,PROD0082,12/2/2024 19:05,Welcome,SMS,Sent,12,0,0,0
ENG0005984,CUST001365,CMP0016,PROD0045,26/3/2026 8:07,Loyalty,Push Notification,Sent,3,0,0,0
ENG0005985,CUST000855,CMP0028,PROD0035,28/9/2024 6:07,Seasonal,Email,Opened,30,119,0,0
ENG0005986,CUST000481,CMP0003,PROD0043,21/7/2024 11:31,Promotion,Email,Sent,0,0,0,0
ENG0005987,CUST000325,CMP0042,PROD0037,21/7/2025 14:37,Seasonal,SMS,Sent,3,0,0,0
ENG0005988,CUST000315,CMP0019,PROD0194,18/4/2026 16:10,Loyalty,Push Notification,Sent,7,0,0,0
ENG0005989,CUST001891,CMP0022,PROD0086,2/5/2025 9:34,Seasonal,Display Ad,Impression,21,0,0,0
ENG0005990,CUST000015,CMP0023,PROD0021,17/10/2024 4:19,Product Launch,SMS,Sent,4,0,0,0
ENG0005991,CUST000860,CMP0022,PROD0085,10/12/2025 5:10,Seasonal,Display Ad,Impression,0,0,0,0
ENG0005992,CUST001737,CMP0023,PROD0029,16/1/2025 21:00,Product Launch,SMS,Sent,2,0,0,0
ENG0005993,CUST000998,CMP0014,PROD0077,15/5/2026 10:07,Abandoned Cart,Display Ad,Converted,91,70,1,0
ENG0005994,CUST000064,CMP0033,PROD0113,15/1/2026 16:38,Promotion,Email,Opened,29,84,0,0
ENG0005995,CUST001624,CMP0035,PROD0098,12/5/2024 8:59,Seasonal,Paid Social,Impression,0,0,0,0
ENG0005996,CUST000560,CMP0023,PROD0037,26/2/2024 16:12,Product Launch,SMS,Sent,4,0,0,0
ENG0005997,CUST001577,CMP0047,PROD0034,5/6/2025 1:31,Winback,Email,Converted,93,65,1,0
ENG0005998,CUST000780,CMP0012,PROD0136,25/11/2024 10:08,Promotion,Paid Social,Clicked,65,100,0,0
ENG0005999,CUST001104,CMP0047,PROD0023,3/10/2025 7:25,Winback,Email,Clicked,60,41,0,0
ENG0006000,CUST001502,CMP0002,PROD0011,16/1/2026 8:31,Product Launch,SMS,Clicked,64,88,0,0
ENG0006001,CUST001130,CMP0024,PROD0148,6/4/2024 12:48,Promotion,SMS,Clicked,63,214,0,0
ENG0006002,CUST001677,CMP0009,PROD0102,25/11/2025 9:22,Seasonal,Email,Sent,18,0,0,0
ENG0006003,CUST001137,CMP0013,PROD0047,20/6/2025 14:26,Product Launch,SMS,Clicked,80,130,0,0
ENG0006004,CUST000081,CMP0050,PROD0036,3/11/2025 14:24,Loyalty,Paid Social,Clicked,76,65,0,0
ENG0006005,CUST000364,CMP0004,PROD0099,29/1/2025 8:09,Product Launch,SMS,Clicked,70,52,0,0
ENG0006006,CUST001859,CMP0015,PROD0116,28/1/2025 5:04,Loyalty,SMS,Sent,0,0,0,0
ENG0006007,CUST000096,CMP0038,PROD0108,22/5/2026 22:02,Winback,SMS,Converted,100,81,1,0
ENG0006008,CUST000252,CMP0021,PROD0084,12/6/2026 2:37,Winback,Paid Social,Impression,1,0,0,0
ENG0006009,CUST000606,CMP0050,PROD0029,15/4/2024 1:42,Loyalty,Paid Social,Impression,3,0,0,0
ENG0006010,CUST000074,CMP0039,PROD0123,20/2/2024 15:48,Promotion,SMS,Sent,0,0,0,0
ENG0006011,CUST001602,CMP0042,PROD0021,28/2/2025 15:26,Seasonal,SMS,Sent,11,0,0,0
ENG0006012,CUST000019,CMP0019,PROD0199,28/7/2025 0:03,Loyalty,Push Notification,Opened,46,74,0,0
ENG0006013,CUST001631,CMP0006,PROD0066,6/3/2024 11:17,Abandoned Cart,Push Notification,Sent,12,0,0,0
ENG0006014,CUST000853,CMP0030,PROD0042,1/12/2025 14:16,Product Launch,Push Notification,Opened,18,49,0,0
ENG0006015,CUST001848,CMP0003,PROD0041,12/11/2024 4:09,Promotion,Email,Opened,36,136,0,0
ENG0006016,CUST000286,CMP0049,PROD0110,16/11/2025 16:17,Product Launch,Display Ad,Clicked,46,34,0,0
ENG0006017,CUST001584,CMP0034,PROD0069,10/4/2024 20:02,Seasonal,Email,Converted,100,135,1,0
ENG0006018,CUST000816,CMP0044,PROD0186,30/5/2025 13:57,Seasonal,Paid Social,Impression,0,0,0,0
ENG0006019,CUST000498,CMP0027,PROD0106,5/5/2024 5:34,Abandoned Cart,Paid Social,Clicked,51,67,0,0
ENG0006020,CUST000707,CMP0022,PROD0088,10/8/2024 8:54,Seasonal,Display Ad,Impression,9,0,0,0
ENG0006021,CUST000020,CMP0048,PROD0088,21/2/2025 9:00,Product Launch,Push Notification,Clicked,57,47,0,0
ENG0006022,CUST001850,CMP0001,PROD0093,17/11/2025 15:24,Promotion,Email,Clicked,66,142,0,0
ENG0006023,CUST001649,CMP0002,PROD0006,2/1/2024 4:48,Product Launch,SMS,Sent,15,0,0,0
ENG0006024,CUST000580,CMP0035,PROD0096,11/9/2024 10:46,Seasonal,Paid Social,Impression,1,0,0,0
ENG0006025,CUST000409,CMP0050,PROD0023,15/4/2024 11:30,Loyalty,Paid Social,Impression,8,0,0,0
ENG0006026,CUST001367,CMP0034,PROD0079,27/10/2025 0:48,Seasonal,Email,Sent,12,0,0,0
ENG0006027,CUST000608,CMP0005,PROD0097,10/1/2026 7:12,Abandoned Cart,Display Ad,Clicked,67,114,0,0
ENG0006028,CUST000800,CMP0022,PROD0091,2/2/2026 23:04,Seasonal,Display Ad,Clicked,59,2,0,0
ENG0006029,CUST001492,CMP0044,PROD0187,8/8/2024 18:35,Seasonal,Paid Social,Impression,0,0,0,0
ENG0006030,CUST001531,CMP0024,PROD0150,28/11/2024 14:15,Promotion,SMS,Sent,10,0,0,0
ENG0006031,CUST001800,CMP0014,PROD0071,17/8/2025 17:27,Abandoned Cart,Display Ad,Clicked,61,189,0,0
ENG0006032,CUST001736,CMP0042,PROD0022,1/4/2025 22:39,Seasonal,SMS,Opted out,0,175,0,1
ENG0006033,CUST000648,CMP0009,PROD0107,28/12/2025 3:00,Seasonal,Email,Sent,8,0,0,0
ENG0006034,CUST001218,CMP0005,PROD0089,4/3/2026 0:49,Abandoned Cart,Display Ad,Converted,90,2,1,0
ENG0006035,CUST000678,CMP0007,PROD0030,26/9/2025 11:30,Promotion,Email,Clicked,83,2,0,0
ENG0006036,CUST001217,CMP0010,PROD0122,10/9/2024 21:19,Seasonal,Display Ad,Clicked,61,84,0,0
ENG0006037,CUST001504,CMP0010,PROD0121,18/4/2025 0:27,Seasonal,Display Ad,Converted,100,236,1,0
